,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
710,0.046411752700805664,0.001691401435034644,0.0014725526173909504,0.00042620121738612654,0.005000000000000002,86,101,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 101}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
711,0.05254554748535156,0.0039013593915723853,0.0009996891021728516,8.920806376395086e-07,0.005000000000000002,86,111,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 111}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
712,0.07140135765075684,0.01365696628106781,0.0010002454121907551,0.0008167294057348078,0.005000000000000002,86,121,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 121}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
713,0.0758063793182373,0.005571279431364695,0.0019882520039876304,3.753475483508181e-05,0.005000000000000002,86,131,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 131}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
714,0.07845346132914226,0.013072520501795065,0.0011899471282958984,0.00024339045630106408,0.005000000000000002,86,141,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 141}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
715,0.06903958320617676,0.0026997113926731592,0.0015894571940104167,0.0004282192523387143,0.005000000000000002,86,151,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 151}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
716,0.07533486684163411,0.002114004981077584,0.0017652511596679688,0.0005547754261497861,0.005000000000000002,86,161,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 161}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
717,0.0941157341003418,0.014199546992098609,0.0015115737915039062,0.0004077613417186951,0.005000000000000002,86,171,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 171}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
718,0.09528374671936035,0.011469254121939857,0.0017004013061523438,0.00015135843461728854,0.005000000000000002,86,181,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 181}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
719,0.08644247055053711,0.004143007147214139,0.0013489723205566406,0.00046099196640875907,0.005000000000000002,86,191,"{'learning_rate': 0.005000000000000002, 'max_depth': 86, 'n_estimators': 191}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
720,0.004729350407918294,0.0016283335276215307,0.004220167795817058,0.004769835348103497,0.005000000000000002,87,1,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 1}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
721,0.009398301442464193,0.0026921981756627034,0.005632559458414714,0.005098840090748276,0.005000000000000002,87,11,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 11}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
722,0.013299703598022461,0.001945440100286349,0.0013589064280192058,0.00048043618701825943,0.005000000000000002,87,21,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 21}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.975,1.0,0.9625,0.9791666666666666,0.015590239111558084
723,0.020891825358072918,0.007379654433056383,0.00033402442932128906,0.00047238187811010033,0.005000000000000002,87,31,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 31}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.975,1.0,0.9625,0.9791666666666666,0.015590239111558084
724,0.028084516525268555,0.007939049757987891,0.0016165574391682942,0.0006569065539206423,0.005000000000000002,87,41,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 41}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
725,0.024558385213216145,0.005156175566165495,0.002851724624633789,0.002268429240967133,0.005000000000000002,87,51,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 51}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
726,0.02922932306925456,0.001387601515033786,0.0018784205118815105,0.0001712348209470801,0.005000000000000002,87,61,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 61}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
727,0.03745166460673014,0.0063440615578392165,0.001524527867635091,0.00042449910052315615,0.005000000000000002,87,71,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 71}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
728,0.043325583140055336,0.006320802603123094,0.0021990140279134116,0.0014410431313043382,0.005000000000000002,87,81,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 81}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
729,0.05121882756551107,0.006404797171533438,0.002501249313354492,0.0007151700074422746,0.005000000000000002,87,91,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 91}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
730,0.044935385386149086,0.0022972571365194173,0.0032083988189697266,0.0006273117676851542,0.005000000000000002,87,101,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 101}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
731,0.06104143460591634,0.009121071260873146,0.0031418800354003906,0.001591689445677487,0.005000000000000002,87,111,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 111}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
732,0.06746840476989746,0.005790989955405217,0.0015590190887451172,0.0011406250983321377,0.005000000000000002,87,121,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 121}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
733,0.07313124338785808,0.006873489763069067,0.0015221436818440754,0.00042102805456830614,0.005000000000000002,87,131,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 131}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
734,0.0919352372487386,0.004508217723410775,0.0013315677642822266,0.0009415608422502699,0.005000000000000002,87,141,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 141}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
735,0.0700217882792155,0.003255287143611936,0.0018950303395589192,0.0015062271732557851,0.005000000000000002,87,151,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 151}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
736,0.10291512807210286,0.012870015930285165,0.0034656524658203125,0.0018248713272314347,0.005000000000000002,87,161,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 161}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
737,0.09512170155843098,0.011207688648050086,0.003829399744669596,0.004082170802457751,0.005000000000000002,87,171,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 171}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
738,0.0878280798594157,0.007164660318544658,0.0010006427764892578,0.0008169240891517362,0.005000000000000002,87,181,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 181}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
739,0.08445652325948079,0.006583365639047919,0.0016657511393229167,0.0018516090365316659,0.005000000000000002,87,191,"{'learning_rate': 0.005000000000000002, 'max_depth': 87, 'n_estimators': 191}",1.0,0.85,0.925,0.9250000000000002,0.061237243569579464,1,0.975,1.0,0.975,0.9833333333333334,0.011785113019775804
740,0.009021282196044922,0.007826702064195059,0.001329183578491211,0.0004749274556996589,0.005000000000000002,88,1,"{'learning_rate': 0.005000000000000002, 'max_depth': 88, 'n_estimators': 1}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
741,0.010314385096232096,0.004395184853305334,0.0028334458669026694,0.001317009517941373,0.005000000000000002,88,11,"{'learning_rate': 0.005000000000000002, 'max_depth': 88, 'n_estimators': 11}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
742,0.013565142949422201,0.0026945825658875114,0.002529144287109375,0.0020662066612220586,0.005000000000000002,88,21,"{'learning_rate': 0.005000000000000002, 'max_depth': 88, 'n_estimators': 21}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.975,1.0,0.9625,0.9791666666666666,0.015590239111558084
743,0.02487357457478841,0.007135825147831415,0.0020002524058024087,1.2961631163199813e-06,0.005000000000000002,88,31,"{'learning_rate': 0.005000000000000002, 'max_depth': 88, 'n_estimators': 31}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.975,1.0,0.9625,0.9791666666666666,0.015590239111558084
744,0.02175291379292806,0.002295153590009187,0.001911481221516927,0.0020088203185648743,0.005000000000000002,88,41,"{'learning_rate': 0.005000000000000002, 'max_depth': 88, 'n_estimators': 41}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
745,0.026102701822916668,0.004858137339166293,0.001346906026204427,0.0009525897163408712,0.005000000000000002,88,51,"{'learning_rate': 0.005000000000000002, 'max_depth': 88, 'n_estimators': 51}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
746,0.030581553777058918,0.0025206627473306088,0.0011536280314127605,0.0008553703134877873,0.005000000000000002,88,61,"{'learning_rate': 0.005000000000000002, 'max_depth': 88, 'n_estimators': 61}",0.95,0.85,0.925,0.9083333333333332,0.04249182927993988,3321,0.9625,1.0,0.9625,0.975,0.017677669529663678
